Season,Team,TG,W,L,P_ERA,P_G,P_GS,P_QS,P_CG,P_ShO,P_SV,P_HLD,P_BS,P_IP,P_TBF,P_H,P_R,P_ER,P_HR,P_BB,P_IBB,P_HBP,P_WP,P_BK,P_SO,B_G,B_AB,B_PA,B_H,B_1B,B_2B,B_3B,B_HR,B_R,B_RBI,B_BB,B_IBB,B_SO,B_HBP,B_SF,B_SH,B_GDP,B_SB,B_CS,B_AVG,F_Pos,F_Inn,F_rSZ,F_rCERA,F_rSB,F_rGDP,F_rARM,F_rGFP,F_rPM,F_rTS,F_DRS,F_ARM,F_DPR,F_RngR,F_ErrR,F_UZR,F_UZR/150,F_FRM,F_OAA,F_RAA,F_Def,WinP,x,B_K%,B_ISO,B_BABIP,B_AVG,B_OBP,B_SLG,B_wOBA,B_xwOBA,B_wRC+,B_BsR,B_Off,B_Def,B_WAR,P_K/9,P_BB/9,P_HR/9,P_BABIP,P_LOB%,P_GB%,P_HR/FB,P_vFA (pi),P_ERA,P_xERA,P_FIP,P_xFIP,P_WAR,F_G,F_GS,F_Inn,F_PO,F_A,F_E,F_FE,F_TE,F_DP,F_DPS,F_DPT,F_DPF,F_Scp,F_SB,F_CS,F_PB,F_WP,F_FP,F_TZ,RSPG,RAPG
2017,MIN,162,85,77,4.600280911430666,682,162,62,6,3,42,82,20,1436,6205,1487,788,734,224,483,37,69,52,8,1166,2324,5557,6261,1444,921,286,31,206,815,781,593,26,1342,46,39,26,105,95,28,0.259852438,P,12924,2.4945848773932084,6,1,-6,2,-5,29,-2,24,-0.281487355,-7.741785057,11.036623573978432,12.04623795239604,15.059625152498484,0.9599560440565575,6.354999992996454,64,53,44.87255216597668,0.524691358,0.516838641,0.214342756,0.173834803,0.305830039,0.259852438,0.334081796,0.433687241,0.32887000857314963,,103.30560115728952,14.36942518921569,39.71786157242044,38.0379272,28.549788263007464,7.307803191727734,3.0271603272765826,1.4039004416355165,0.2962702322308234,0.725,0.423606409,0.134615384,92.36095449552353,4.600280911430666,,4.714744033896768,4.748120236029163,8.883642319589853,2154,1458,12924,4308,1476,78,46,31,359,144,113,144,33,75,29,16,52,0.98669396,,5.030864198,4.864197531
2017,NYM,162,70,92,5.012313808756303,730,162,62,2,0,34,73,20,1434.2,6378,1538,863,799,220,593,51,55,55,5,1374,2396,5510,6169,1379,841,286,28,224,735,713,529,31,1291,57,37,36,118,58,23,0.250272232,CF,12912,-6.063157102,0,-2,-3,10,-6,-52,-3,-69,9.649338399525732,-4.143374689,-11.82473065,0.8032232818659395,-5.515560018,0.5776666519113575,2.2600000742822886,-58,-45,-45.52423547,0.432098765,0.420410523,0.209272167,0.184029038,0.286458333,0.250272232,0.320397847,0.43430127,0.3216870283541309,,100.5396937923953,-11.26586579,-7.19945318,-0.913340414,20.025562898053085,8.619423245595945,3.7200276452972307,1.380111436703863,0.31866537717601545,0.7045,0.444078947,0.149456521,93.55320933,5.012313808756303,,4.590725582093017,4.422322729,8.657392896711826,2211,1458,12912,4304,1456,92,46,45,319,128,99,127,32,102,29,7,55,0.98427888,,4.537037037,5.327160494
2017,NYY,162,91,71,3.746205701846793,639,162,75,2,1,36,70,23,1448.2,6078,1248,660,603,192,504,18,53,83,4,1560,2294,5594,6354,1463,933,266,23,241,858,821,616,22,1386,64,56,18,119,90,22,0.26153021,3B,13038,5.438218089751899,0,0,-10,2,-4,28,9,26,-1.830437731,-6.225617986,16.300634519953746,0.2125797807238996,8.457142239436507,0.2488794092474702,0.47999993804842234,21,18,10.778606642062108,0.561728395,0.628252788,0.218130311,0.185019664,0.303753417,0.26153021,0.338546603,0.446549874,0.3355148511648783,,109.11565058496917,11.063206304097548,82.34961512939448,-4.131065687,28.905045384772436,9.691676442588719,3.1311570045286627,1.1928217160109191,0.28018041920933934,0.7453,0.46195097,0.141906873,95.27649892,3.746205701846793,,3.8803741621756966,3.818745362455643,23.370467230677605,2115,1458,13038,4346,1467,95,54,38,240,102,76,102,29,65,26,21,83,0.98392011,,5.296296296,4.074074074
2017,OAK,162,75,87,4.672956107,687,162,73,1,1,35,95,25,1431,6167,1444,826,743,210,502,17,61,84,3,1202,2350,5464,6126,1344,790,305,15,234,739,708,565,15,1491,43,40,13,129,57,22,0.245973645,P,12879,0.5314261022722349,1,-4,-4,-9,-5,-20,3,-42,-15.03174756,-2.998807563,-11.37155514,-5.962067163,-35.36419124,-6.659121722,0.22499991953372955,-22,-18,-42.01508942,0.462962963,0.444580213,0.243388834,0.189787701,0.293728499,0.245973645,0.319371727,0.435761346,0.3226465016422613,,103.38207869255513,-5.509907067,19.903390435075554,-53.24449418,17.044067819252216,7.559748641792711,3.157232793826906,1.3207547543897415,0.2943702290076336,0.6894,0.449378739,0.138980807,92.76677017768066,4.672956107,,4.565746430360724,4.536236535594629,9.553069651126862,2171,1458,12879,4293,1597,121,72,49,362,164,120,167,26,111,42,16,84,0.97987024,,4.561728395,5.098765432
2017,PHI,162,66,96,4.565580858355448,668,162,65,1,0,33,73,24,1441,6235,1471,782,731,221,527,39,63,50,11,1309,2308,5535,6133,1382,885,287,36,174,690,654,494,25,1417,47,36,21,128,59,25,0.24968383,CF,12969,-22.99475591,2,-3,-2,4,-4,-12,-5,-33,-0.243505469,2.3153544611122925,-11.36872557,11.587761924019105,2.2908888020028826,0.40285183781142075,-21.45000001,1,0,-0.703145892,0.407407407,0.437743191,0.231045165,0.159168925,0.303517587,0.24968383,0.314626963,0.408852755,0.3103070965889582,,87.36344117650921,-9.524587065,-109.4443296,13.066099926829338,11.11918775132937,8.175575025427197,3.291465269977183,1.3802918874097865,0.3037667071688943,0.7302,0.428537846,0.141304347,93.42036797882169,4.565580858355448,,4.562914717056464,4.499797349,14.333157877670601,2135,1458,12969,4323,1497,82,41,40,336,146,107,146,23,91,30,17,50,0.9861064,,4.259259259,4.827160494
2017,PIT,162,75,87,4.229290859654526,664,162,69,2,1,36,82,21,1440.2,6208,1464,731,677,182,511,32,58,58,2,1262,2371,5458,6136,1331,895,249,36,151,668,635,519,39,1213,88,28,42,120,67,36,0.24386222,P,12966,-11.02184701,0,0,4,5,0,-1,31,24,3.9961415715515614,1.623089523985982,2.963804387836717,-10.12868902,-1.54565643,0.5769320568999243,-16.49499991,-17,-15,-12.55849552,0.462962963,0.45505897,0.197685788,0.141810187,0.286268801,0.24386222,0.318069916,0.385672407,0.3043436356944773,,85.11219666204268,-2.234947663,-119.974267,12.301473181694746,10.005359477499304,7.883847954038421,3.1922712397096937,1.1369733182527675,0.30560190703218115,0.7322,0.45175644,0.129353233,94.79745070327135,4.229290859654526,,4.232836551,4.327775786639743,16.591109755448997,2193,1458,12966,4322,1662,99,60,37,387,156,126,156,22,95,28,15,58,0.98372514,,4.12345679,4.512345679
2017,SDP,162,71,91,4.699210984805469,679,162,67,2,1,45,81,17,1430.2,6169,1417,816,747,226,554,28,75,73,11,1325,2342,5356,5954,1251,804,227,31,189,604,576,460,20,1499,53,33,52,99,89,33,0.233569828,P,12876,5.646769974380732,2,0,3,-1,-1,-1,1,16,2.931900348048657,3.065356036706362,-28.6930674,-8.754884189,-31.45066694,-3.304687309,4.375000074505806,-31,-22,-9.554721428,0.438271605,0.353959359,0.25176352,0.159820761,0.286949473,0.233569828,0.298881735,0.393390589,0.29753069493974077,,81.84928561277627,6.654632689198479,-132.7133971,23.320650482317433,9.219342251030563,8.335280528604079,3.485090878,1.421715773180771,0.2985710704437202,0.7111,0.475283337,0.163768115,93.17411622908655,4.699210984805469,,4.677911462431643,4.340130351137159,7.914391694008373,2205,1458,12876,4292,1623,113,53,60,441,178,140,179,30,76,34,8,73,0.98125415,,3.728395062,5.037037037
2017,SEA,162,78,84,4.455217892825678,689,162,62,1,0,39,93,26,1440.1,6132,1399,772,713,237,490,28,53,73,7,1244,2323,5551,6166,1436,938,281,17,200,750,714,487,31,1267,78,35,14,131,89,35,0.258692127,CF,12963,-5.442592945,4,1,11,12,-3,-18,6,9,12.611785059794784,8.371002072643023,0.4617380698909983,-11.35877295,10.085757980297785,4.113363224513188,2.9750002678483725,19,17,36.19210339957305,0.481481481,0.485548355,0.205481673,0.164835165,0.300072833,0.258692127,0.325312957,0.423527292,0.3207988334442276,,102.63902550494302,-12.63471724,7.150795195,27.354369181091897,23.92943192173687,7.7731992407786015,3.0617906977343368,1.480906929312322,0.2828627069133398,0.7266,0.403030303,0.140736342,93.16566391183468,4.455217892825678,,4.700338341201976,4.640980051872705,9.336850268766284,2134,1458,12963,4321,1422,103,67,35,355,149,119,147,24,80,26,15,73,0.98238112,,4.62962963,4.765432099
2017,SFG,162,64,98,4.500001436423138,664,162,82,3,2,32,66,22,1452,6287,1515,776,726,182,496,42,50,55,3,1234,2372,5551,6137,1382,936,290,28,128,639,612,467,37,1204,36,52,31,136,76,34,0.24896415,P,13068,-2.034105037,-1,1,-2,-9,-6,-13,-2,-30,-6.606997048,-1.589890096,3.752457699,6.624485448381165,2.180057144316379,-1.018298516,-1.334999919,-13,-12,-15.0892058,0.395061728,0.404079379,0.196187062,0.131507837,0.293608054,0.24896415,0.308712741,0.380471987,0.2963879471419179,,82.68580886,2.565628176089376,-134.1100303,16.227804558351636,8.992477261353898,7.648762772102137,3.0743811466472124,1.1280995336487756,0.30820809248554915,0.7114,0.425498188,0.114754098,92.70527060342297,4.500001436423138,,4.215491748392001,4.528977776297082,11.40279896557331,2188,1458,13068,4356,1522,87,49,37,335,128,107,128,28,73,37,6,55,0.98541492,,3.944444444,4.790123457
2017,STL,162,83,79,4.014940324,708,162,79,3,3,43,90,17,1450.1,6153,1393,705,647,183,493,50,67,38,0,1351,2416,5470,6219,1402,894,284,28,196,761,728,593,36,1348,65,44,47,139,81,31,0.256307129,P,13053,7.661706039,-1,3,-7,6,0,1,18,31,0.8812961522489786,2.574101684615016,2.2464540246874094,2.1937895459122956,7.895671762526035,1.2770487133771067,2.389999977312982,-11,-9,4.420381927512739,0.512345679,0.538143523,0.216755105,0.169652651,0.303778337,0.256307129,0.333765392,0.42595978,0.32564603026368627,,100.82408793295913,2.045937423594296,8.359818206737307,38.87507807277143,25.70314255710865,8.383592546,3.0592976499933164,1.1356013589224683,0.2981029810298103,0.7355,0.463051823,0.134657836,94.34293001750454,4.014940324,,4.093287435202689,4.119759485298731,15.69548849016428,2207,1458,13053,4351,1595,94,42,51,424,164,141,164,35,54,32,7,38,0.98443709,,4.697530864,4.351851852
2017,TBR,162,80,82,3.9861619974093085,673,162,73,0,0,53,93,22,1445,6099,1324,704,640,193,503,37,48,83,4,1352,2345,5478,6147,1340,854,226,32,228,694,671,545,33,1538,55,48,16,115,88,34,0.244614822,2B,13005,13.015849999617785,-1,-1,3,7,-8,13,35,48,0.2540219519287348,-2.202976596,32.74676251411438,-7.948976085,22.848820447921753,3.1134323196605966,0.3700000438839197,15,14,12.028043562283461,0.49382716,0.49284729,0.250203351,0.177802118,0.29574468,0.244614822,0.31668299,0.42241694,0.315572864,,98.68452745082556,11.217499363003299,1.1133864332357657,-3.30577857,20.21393758217112,8.420767219527164,3.1328741948388785,1.2020769773437447,0.28253809642767924,0.7297,0.429678044,0.127645502,93.70513264995344,3.9861619974093085,,4.166637426645257,4.2915857123735615,14.993011894635856,2140,1458,13005,4335,1433,100,56,44,317,129,96,129,34,83,22,15,83,0.98295842,,4.283950617,4.345679012
2017,TEX,162,78,84,4.699744101,626,162,79,2,1,29,66,21,1434.1,6211,1443,816,749,214,559,22,74,63,7,1107,2268,5430,6122,1326,813,255,21,237,799,756,544,18,1493,81,39,27,110,113,44,0.244198895,P,12909,-12.76239214,-3,1,-1,2,2,6,5,1,0.2435314767062664,1.3064515427686274,-10.38040731,-3.222725797,-12.05315066,-1.294196519,-12.19499995,2,0,5.051121294003448,0.481481481,0.48947485,0.24387455,0.185635359,0.291254346,0.244198895,0.320150968,0.429834254,0.3212328281270744,,89.93939692828584,6.289752651937306,-70.14158371,-23.52345894,11.026953045709833,6.946083737484454,3.5075526732193403,1.3427840287458654,0.2887009631195678,0.7093,0.441886707,0.135786802,93.34669798728609,4.699744101,,4.877602891152817,4.8925182078827465,11.151243412168697,2095,1458,12909,4303,1616,108,60,45,443,173,141,173,43,87,28,8,63,0.98208064,,4.932098765,5.037037037
2017,TOR,162,76,86,4.423208718233887,740,162,69,2,0,45,79,26,1465,6316,1460,784,720,203,549,25,48,53,4,1372,2455,5499,6154,1320,824,269,5,222,693,661,542,12,1327,51,35,25,153,53,24,0.240043644,C,13185,8.99170896,0,-1,-1,2,9,-5,5,3,6.789086678996682,-2.952209327,-27.010828,6.480880822520703,-16.69304794,-1.228964944,2.6700000278651714,-43,-37,-36.79379093,0.469135802,0.438621616,0.215632109,0.171849427,0.275533249,0.240043644,0.312224579,0.411893071,0.31157245120354976,,92.59464807628983,-15.81169177,-72.56861266,-46.63846846,8.591439906,8.428669946412352,3.372696647653339,1.2470991247242764,0.3033301158301158,0.7181,0.454143389,0.133377135,92.50063182458551,4.423208718233887,,4.308493550517435,4.355140774403793,16.578985589323565,2276,1458,13185,4395,1570,92,49,42,366,146,114,145,26,119,26,8,53,0.98481096,,4.277777778,4.839506173
2017,WSN,162,97,65,3.8820284756716372,649,162,99,3,1,46,88,17,1446.2,6068,1300,672,624,189,495,39,60,44,5,1457,2322,5553,6214,1477,920,311,31,215,819,796,542,56,1327,31,45,43,116,108,30,0.265982351,CF,13020,-5.301914823,2,-1,-3,3,-10,-5,-6,-33,-1.885561022,-0.547825741,6.367732787504792,2.3951958196848864,6.329529357491992,0.41051665677407423,-8.759999766,-16,-14,-19.4368092,0.598765432,0.597642436,0.213550048,0.18332433,0.311143984,0.265982351,0.332198995,0.449306681,0.33078146769390276,,98.85161752629095,11.869081563083455,2.3758408736242362,16.923266485071508,22.90582653541354,9.064287642714064,3.079493742720289,1.1758067017659286,0.28730281872252394,0.7438,0.440362355,0.127616475,94.09774871915579,3.8820284756716372,,3.9926633901769746,4.115295157012073,22.982949525903678,2131,1458,13020,4340,1434,86,45,39,334,139,98,139,29,94,29,10,44,0.98532423,,5.055555556,4.148148148
2018,ARI,162,82,80,3.7279563308206223,735,162,78,2,1,39,111,27,1463,6139,1313,644,606,174,522,43,57,69,5,1448,2409,5460,6157,1283,798,259,50,176,693,658,560,36,1460,52,45,38,110,79,25,0.234981684,CF,13167,26.59618798783049,-1,0,4,-9,17,63,25,123,-15.81826731,-2.11234678,23.538866013288498,7.1110202125273645,12.719255221541971,-1.626868763,27.605000137351453,28,22,7.637516467820123,0.50617284,0.536600055,0.237128471,0.162454213,0.286120444,0.234981684,0.309792381,0.397435897,0.30587232038390966,,88.33094694320113,7.070981499738991,-81.01127948,71.07490025274456,18.545284128538505,8.907724038000431,3.2112099087266746,1.0704033029088915,0.28923311325545964,0.7571,0.473320158,0.136577708,92.10184768357433,3.7279563308206223,,3.9143604409906874,3.8064673781803493,11.98460536042694,2217,1458,13167,4389,1686,75,40,35,386,152,128,152,20,66,27,6,69,0.98780488,,4.277777778,3.975308642
2018,ATL,162,90,72,3.7503424753322663,715,162,70,2,1,40,97,20,1456.2,6155,1236,657,607,153,635,43,52,61,8,1423,2377,5582,6251,1433,915,314,29,175,759,717,511,53,1290,66,43,49,99,90,36,0.256718022,P,13110,1.1535960175096989,1,-1,1,1,-2,50,8,53,-3.951697964,-3.0436823,28.620142299681902,6.2560122105060145,27.880747344344854,2.576280431042971,1.4949998166412115,45,38,27.219338410693055,0.555555556,0.571662052,0.206366981,0.160695091,0.302403846,0.256718022,0.324089003,0.417413113,0.3188996842322766,,95.99709702,12.639455246273428,-18.4768046,70.17253283318132,25.188401760870786,8.791989031956861,3.923340151294875,0.9453087293671115,0.27826310380267216,0.7409,0.432520733,0.11241734,93.73584410198166,3.7503424753322663,,3.9869745970850246,4.164669717365361,15.06992283067666,2151,1458,13110,4370,1439,80,39,41,325,135,99,136,25,102,28,13,61,0.98641535,,4.685185185,4.055555556
2018,BAL,162,47,115,5.188680437407624,652,162,64,2,0,28,54,18,1431,6340,1552,892,825,234,589,29,67,81,8,1203,2313,5507,6034,1317,872,242,15,188,622,593,422,19,1412,57,35,13,132,81,22,0.239150172,P,12879,-11.69803998,-1,2,-5,-2,-5,-31,6,-45,0.8129217475652695,2.9613549150526524,-52.09909586,-3.560597732,-51.88536961,-6.90026216,-10.02500013,-43,-35,-28.94546033,0.290123457,0.32716135,0.234007292,0.151806791,0.286402841,0.239150172,0.29828932,0.390956963,0.2987655093772377,,86.92696282887987,-9.606437342,-104.0708741,-54.14474923,4.784649280336968,7.566039474183481,3.7044033668279885,1.4716984513374352,0.3103367082646574,0.6999,0.419223826,0.143734643,93.02544046903463,5.188680437407624,,4.980137062301982,4.733332503155568,7.113900003023446,2143,1458,12879,4293,1537,104,57,46,368,160,118,160,21,89,42,9,81,0.98247388,,3.839506173,5.50617284
2018,BOS,162,108,54,3.751372947706484,697,162,67,2,0,46,106,20,1458.2,6166,1305,647,608,176,512,8,84,51,3,1558,2345,5623,6302,1509,915,355,31,208,876,829,569,38,1253,55,48,7,130,125,31,0.268362084,P,13128,15.247034928994253,4,-2,-7,9,-3,-18,13,10,19.107553836889565,-0.244881779,0.26918124,6.173290976439603,25.305155877955258,6.6979927255411615,22.764999977312982,-3,0,19.98063459431099,0.666666667,0.647036851,0.198825769,0.185132491,0.309026128,0.268362084,0.338840349,0.453494575,0.33956206818443907,,110.53073177700739,-5.079476476,74.10382293177894,24.553761415183544,32.162883639658304,9.612893178497865,3.1590509033317757,1.085923748020298,0.2943169968717414,0.7579,0.423754403,0.119402985,93.59659674626378,3.751372947706484,,3.8185657501244585,3.918982612502718,18.525521820411086,2171,1458,13128,4376,1366,77,42,35,244,107,76,106,25,64,30,25,51,0.98676749,,5.407407407,3.99382716
2018,CHC,163,95,68,3.645518556028024,763,163,66,1,0,46,103,19,1476.1,6264,1319,645,598,157,622,33,66,46,3,1333,2490,5624,6369,1453,966,286,34,167,761,722,576,67,1388,78,46,40,107,66,38,0.258357041,1B,13287,-10.18293086,3,3,1,12,11,52,3,82,14.222578508779407,4.858209288213402,-5.904471921,10.176613119656963,23.352912714188278,6.2018426117039205,-19.91499963,27,21,46.33754424703153,0.582822086,0.581945765,0.217930601,0.152027027,0.312515188,0.258357041,0.333175205,0.410384068,0.32064877305907985,,100.18468091471895,2.2471429160796106,3.400543708297125,60.948643475043355,26.86596710523107,8.12621444,3.791826993059249,0.9571010255792638,0.2843857072931963,0.7621,0.449879518,0.114514952,92.41713766416325,3.645518556028024,,4.135142371596694,4.286435267673301,14.11861558444798,2474,1467,13287,4429,1675,104,48,55,390,155,120,155,35,84,40,12,46,0.98324742,,4.668711656,3.957055215
2018,CHW,162,62,100,4.847598021836986,715,162,74,0,0,34,67,19,1437,6339,1404,848,774,196,653,25,89,94,9,1259,2348,5523,6071,1332,851,259,40,182,656,639,425,18,1594,66,32,24,99,98,41,0.241173275,P,12933,-17.87199408,0,-3,2,8,-5,-29,20,-39,1.1273263804614544,3.9067768305540085,-3.386376552,-20.252567,-18.60486861,-2.333924726,-15.76999966,-2,-1,-4.921639396,0.382716049,0.374387528,0.26255971,0.160239,0.30431331,0.241173275,0.301521667,0.401412275,0.303987184,,91.72699706294883,-7.211829526,-67.51711428,-29.19001041,11.245499909657589,7.885175593659904,4.089769390516217,1.2275571218088492,0.29164654756156444,0.6935,0.407545412,0.11722488,93.31779660706756,4.847598021836986,,4.730367144583832,4.878936102125392,9.842830878682435,2153,1458,12933,4311,1431,114,65,46,273,136,87,134,27,133,39,20,94,0.98053279,,4.049382716,5.234567901
2018,CIN,162,67,95,4.653020125524676,706,162,46,1,0,38,74,19,1441,6279,1491,819,745,228,532,60,50,48,8,1258,2402,5532,6240,1404,956,251,25,172,696,665,559,35,1376,65,35,49,128,77,33,0.253796095,P,12969,-20.82859699,-1,-1,-2,4,0,-3,13,-11,-6.004683868,-1.811797705,7.910172381438315,-5.416182569,-5.322481194,-1.732239403,-21.69500021,16,14,2.296547698944665,0.413580247,0.419343529,0.22051282,0.147686189,0.306543916,0.253796095,0.327572282,0.401482284,0.31689088324434656,,94.44536189118888,-1.90037722,-44.77465406,20.251354874344543,17.307506461590627,7.857046064308781,3.322693566,1.4240115283484913,0.29992875801472335,0.715,0.4442144,0.158333333,93.97306297465688,4.653020125524676,,4.6829843817142525,4.276544207231313,8.686863121343777,2243,1458,12969,4323,1608,95,50,45,345,144,113,144,26,83,24,6,48,0.98423498,,4.296296296,5.055555556
2018,CLE,162,91,71,3.773330322102286,670,162,98,5,2,41,76,17,1457.1,6071,1349,648,611,200,407,29,59,54,2,1544,2413,5595,6300,1447,915,297,19,216,818,786,554,32,1189,80,44,25,98,135,36,0.258623771,P,13116,12.51904291799292,2,-3,-1,2,2,-26,15,0,11.511547220870852,-1.346866377,11.945171765051782,5.3870008432422765,27.496849859133363,6.0500422004792345,8.134999939240515,-13,-11,-4.695165818,0.561728395,0.614423137,0.188730158,0.175692582,0.290741615,0.258623771,0.331739199,0.434316353,0.33030036303347987,,105.5421767289264,13.748454123269767,55.08538021510192,-11.43297843,26.493703062751507,9.535224250942601,2.5134949936098696,1.2351326749925648,0.2975912975912976,0.7603,0.425473579,0.136892539,93.18887873627177,3.773330322102286,,3.7848583309543575,3.656544318881004,21.977796774357557,2216,1458,13116,4372,1353,83,42,37,277,123,90,123,23,81,29,9,54,0.98570937,,5.049382716,4
2018,COL,163,91,72,4.331653186564197,681,163,84,0,0,51,105,27,1452.1,6154,1377,745,699,184,525,24,52,70,8,1409,2368,5541,6178,1418,886,280,42,210,780,748,507,38,1397,51,37,42,114,95,33,0.255910485,1B,13071,8.140264065004885,0,-1,3,-6,0,19,21,39,-1.638539229,3.9497872358188033,-13.86968109,15.67407721377458,4.1156545374542475,0.5561263501740801,10.76499989721924,-3,-5,-4.85267818,0.558282209,0.522938737,0.226124959,0.179390002,0.304205489,0.255910485,0.322033898,0.435300487,0.324922754,,88.31115377424322,3.239997890777886,-85.10029591,47.21426879521459,15.734908644479225,8.731472589225971,3.253387586475255,1.1402348874503752,0.29944779116465864,0.7127,0.451904296,0.134996331,93.35573853359148,4.331653186564197,,4.058984812004457,3.962000008814132,17.061708848923445,2154,1467,13071,4357,1624,74,36,35,389,164,126,164,23,92,25,11,70,0.9877787,,4.785276074,4.570552147
2018,DET,162,64,98,4.596822167176256,704,162,57,0,0,37,75,24,1425.1,6130,1423,796,728,216,491,20,60,54,4,1215,2323,5494,6029,1326,872,284,35,135,630,597,428,18,1341,52,40,15,110,70,30,0.241354204,C,12828,0.9117750304285437,-3,0,5,-1,-13,-40,30,-23,0.7439168505370617,-2.321761143,9.356888128444552,-2.743534928,5.035518982098438,0.47509362517661446,-7.06500004,-21,-19,-32.65258634,0.395061728,0.385146858,0.222424946,0.13815071,0.293494332,0.241354204,0.300299301,0.379504914,0.29531897555755887,,82.72156887739382,6.436041087843478,-118.5246732,-45.04270171,4.216283139785317,7.671894138899934,3.100329236378492,1.3638922913599882,0.29098360655737704,0.7047,0.395635012,0.129496402,92.19927345728006,4.596822167176256,,4.585360826206127,4.5480973792234956,10.049270403571427,2092,1458,12828,4276,1428,95,57,35,279,128,85,128,20,79,37,8,54,0.98361787,,3.888888889,4.913580247
2018,HOU,162,103,59,3.111340719392349,672,162,97,3,2,46,105,21,1455,5913,1164,534,503,152,435,4,66,67,4,1687,2348,5453,6146,1390,889,278,18,205,797,763,565,19,1197,61,45,14,156,71,26,0.254905556,P,13095,11.895010897889733,2,1,3,4,10,27,3,61,2.8356549069285393,1.4753618240356445,-17.74278693,0.9488864910090342,-12.48285232,-1.27250544,14.54999977722764,40,33,40.64773526455557,0.635802469,0.690170747,0.19476082,0.170364937,0.28930664,0.254905556,0.329196603,0.425270493,0.3265825806827842,,109.78366950507073,-7.034342978,64.58253751643211,38.603717647492886,32.08429624,10.435053267624042,2.690722093311475,0.9402063406513659,0.28323537643436886,0.7788,0.440282301,0.116296863,94.90492993694241,3.111340719392349,,3.232595105620684,3.358131632405254,28.632648875936866,2262,1458,13095,4365,1369,63,23,38,268,117,83,117,30,60,25,15,67,0.98913231,,4.919753086,3.296296296
2018,KCR,162,58,104,4.946229859073735,645,162,63,2,0,33,52,24,1432,6284,1542,833,787,205,549,28,51,68,4,1157,2184,5505,6063,1350,883,283,29,155,638,606,427,13,1310,67,40,24,123,117,38,0.245231607,1B,12888,-10.399501,-1,5,1,1,-5,-44,25,-30,4.911117124080192,-4.321000795,26.19574031655793,7.7418748356358265,34.52769594377605,4.736146067,-13.46999988,-12,-10,-0.803440276,0.358024691,0.369726405,0.216064654,0.146412353,0.292892156,0.245231607,0.305348567,0.39164396,0.30266645405326537,,87.42193019172056,-7.390045004,-98.83145103,-31.68903065,7.736839037750389,7.271649234,3.4504195586168747,1.288408031906119,0.3093475242943082,0.7057,0.43148231,0.129500947,93.01338498325487,4.946229859073735,,4.662525362949342,4.627260176073314,6.70820224,2006,1458,12888,4296,1530,77,49,26,340,143,108,143,34,60,33,10,68,0.98695579,,3.938271605,5.141975309
2018,LAA,162,80,82,4.151440026295796,763,162,53,1,1,35,86,26,1437.1,6108,1353,722,663,205,546,17,65,87,3,1386,2467,5472,6108,1323,837,249,23,214,721,690,514,38,1300,73,39,7,111,89,22,0.241776315,P,12936,2.1684359307400882,0,4,12,-6,2,7,-14,5,-1.07145109,6.099479681812227,18.754190568230115,17.40502734585243,41.187278322433485,5.019089053953861,5.744999960996211,3,3,17.41742468016202,0.49382716,0.499307,0.212835625,0.17123538,0.277458093,0.241776315,0.313217448,0.413011695,0.31327126744163314,,97.76571465390792,2.7613304993137717,-13.82792566,3.9577731266617775,20.313646521893382,8.678575982573111,3.4188329628318317,1.2836277607701931,0.2939068100358423,0.7406,0.420845624,0.14089347,92.99774434012798,4.151440026295796,,4.361265654797197,4.179048988307386,12.170189799973741,2277,1458,12936,4312,1502,76,46,29,420,175,134,175,23,46,33,18,87,0.98709677,,4.450617284,4.456790123
2018,LAD,163,92,71,3.396342559335485,756,163,79,0,0,48,89,26,1476,6096,1279,610,557,179,422,39,61,39,10,1565,2574,5572,6358,1394,830,296,33,235,804,756,647,47,1436,61,39,39,119,75,24,0.250179468,P,13284,24.648433020804077,-1,-1,-8,0,3,33,11,55,-0.604773427,-7.06470294,-2.248513926,-7.694881936,-17.61289567,-3.582132547,17.869999893940985,-18,-15,-22.91539689,0.564417178,0.634664551,0.225857187,0.19149318,0.294162436,0.250179468,0.33264757,0.441672648,0.33261771410779684,,111.3580705564473,11.391056620050222,99.28517010570302,34.01049945876002,33.92831129788939,9.542686006032376,2.573171562010008,1.0914637668241502,0.2843111915223572,0.7622,0.449056603,0.133781763,92.58291093943541,3.396342559335485,,3.598099663183226,3.518733484644184,18.972693397663534,2502,1467,13284,4428,1435,100,56,42,256,112,79,112,38,70,25,10,39,0.98322992,,4.932515337,3.742331288
2018,MIA,161,63,98,4.762139596,707,161,57,1,0,30,80,22,1442,6236,1388,809,763,192,605,73,71,47,6,1249,2434,5488,6083,1303,929,222,24,128,589,554,455,26,1384,73,31,32,119,45,31,0.237427113,C,12978,0.7764330128848087,-4,3,-3,-8,-11,8,25,21,-4.46463932,0.41289925249293447,8.084826758909912,4.027608795011474,8.060701248259647,0.4354070614676345,5.325000021606684,25,17,34.720876885367645,0.391304348,0.346435298,0.227519316,0.119169096,0.293236835,0.237427113,0.302794774,0.356596209,0.2890190006272576,,83.45185015389413,-15.80806483,-138.9485778,54.34876895695925,10.624295010486957,7.7954290375253015,3.7760084609309907,1.198336569419422,0.29036173828599177,0.6991,0.409015813,0.120906801,92.88580091766485,4.762139596,,4.565424294363065,4.653328881,2.3772022938355803,2315,1449,12978,4326,1448,83,46,36,323,133,96,133,21,60,42,10,47,0.98582892,,3.658385093,5.02484472
